   0.0000000e+00   1.0000000e+00
   1.0001000e-04   9.9999999e-01
   2.0002000e-04   9.9999998e-01
   3.0003000e-04   9.9999995e-01
   4.0004000e-04   9.9999992e-01
   5.0005001e-04   9.9999987e-01
   6.0006001e-04   9.9999982e-01
   7.0007001e-04   9.9999975e-01
   8.0008001e-04   9.9999968e-01
   9.0009001e-04   9.9999959e-01
   1.0001000e-03   9.9999950e-01
   1.1001100e-03   9.9999939e-01
   1.2001200e-03   9.9999928e-01
   1.3001300e-03   9.9999915e-01
   1.4001400e-03   9.9999902e-01
   1.5001500e-03   9.9999887e-01
   1.6001600e-03   9.9999872e-01
   1.7001700e-03   9.9999855e-01
   1.8001800e-03   9.9999838e-01
   1.9001900e-03   9.9999819e-01
   2.0002000e-03   9.9999800e-01
   2.1002100e-03   9.9999779e-01
   2.2002200e-03   9.9999758e-01
   2.3002300e-03   9.9999735e-01
   2.4002400e-03   9.9999712e-01
   2.5002500e-03   9.9999687e-01
   2.6002600e-03   9.9999662e-01
   2.7002700e-03   9.9999635e-01
   2.8002800e-03   9.9999608e-01
   2.9002900e-03   9.9999579e-01
   3.0003000e-03   9.9999550e-01
   3.1003100e-03   9.9999519e-01
   3.2003200e-03   9.9999488e-01
   3.3003300e-03   9.9999455e-01
   3.4003400e-03   9.9999422e-01
   3.5003500e-03   9.9999387e-01
   3.6003600e-03   9.9999352e-01
   3.7003700e-03   9.9999315e-01
   3.8003800e-03   9.9999278e-01
   3.9003900e-03   9.9999239e-01
   4.0004000e-03   9.9999200e-01
   4.1004100e-03   9.9999159e-01
   4.2004200e-03   9.9999118e-01
   4.3004300e-03   9.9999075e-01
   4.4004400e-03   9.9999032e-01
   4.5004500e-03   9.9998987e-01
   4.6004600e-03   9.9998942e-01
   4.7004700e-03   9.9998895e-01
   4.8004800e-03   9.9998848e-01
   4.9004900e-03   9.9998799e-01
   5.0005001e-03   9.9998750e-01
   5.1005101e-03   9.9998699e-01
   5.2005201e-03   9.9998648e-01
   5.3005301e-03   9.9998595e-01
   5.4005401e-03   9.9998542e-01
   5.5005501e-03   9.9998487e-01
   5.6005601e-03   9.9998432e-01
   5.7005701e-03   9.9998375e-01
   5.8005801e-03   9.9998318e-01
   5.9005901e-03   9.9998259e-01
   6.0006001e-03   9.9998200e-01
   6.1006101e-03   9.9998139e-01
   6.2006201e-03   9.9998078e-01
   6.3006301e-03   9.9998015e-01
   6.4006401e-03   9.9997952e-01
   6.5006501e-03   9.9997887e-01
   6.6006601e-03   9.9997822e-01
   6.7006701e-03   9.9997755e-01
   6.8006801e-03   9.9997688e-01
   6.9006901e-03   9.9997619e-01
   7.0007001e-03   9.9997549e-01
   7.1007101e-03   9.9997479e-01
   7.2007201e-03   9.9997407e-01
   7.3007301e-03   9.9997335e-01
   7.4007401e-03   9.9997261e-01
   7.5007501e-03   9.9997187e-01
   7.6007601e-03   9.9997111e-01
   7.7007701e-03   9.9997035e-01
   7.8007801e-03   9.9996957e-01
   7.9007901e-03   9.9996879e-01
   8.0008001e-03   9.9996799e-01
   8.1008101e-03   9.9996719e-01
   8.2008201e-03   9.9996637e-01
   8.3008301e-03   9.9996555e-01
   8.4008401e-03   9.9996471e-01
   8.5008501e-03   9.9996387e-01
   8.6008601e-03   9.9996301e-01
   8.7008701e-03   9.9996215e-01
   8.8008801e-03   9.9996127e-01
   8.9008901e-03   9.9996039e-01
   9.0009001e-03   9.9995949e-01
   9.1009101e-03   9.9995859e-01
   9.2009201e-03   9.9995767e-01
   9.3009301e-03   9.9995675e-01
   9.4009401e-03   9.9995581e-01
   9.5009501e-03   9.9995486e-01
   9.6009601e-03   9.9995391e-01
   9.7009701e-03   9.9995294e-01
   9.8009801e-03   9.9995197e-01
   9.9009901e-03   9.9995098e-01
   1.0001000e-02   9.9994999e-01
   1.0101010e-02   9.9994898e-01
   1.0201020e-02   9.9994797e-01
   1.0301030e-02   9.9994694e-01
   1.0401040e-02   9.9994591e-01
   1.0501050e-02   9.9994486e-01
   1.0601060e-02   9.9994381e-01
   1.0701070e-02   9.9994274e-01
   1.0801080e-02   9.9994167e-01
   1.0901090e-02   9.9994058e-01
   1.1001100e-02   9.9993949e-01
   1.1101110e-02   9.9993838e-01
   1.1201120e-02   9.9993727e-01
   1.1301130e-02   9.9993614e-01
   1.1401140e-02   9.9993500e-01
   1.1501150e-02   9.9993386e-01
   1.1601160e-02   9.9993270e-01
   1.1701170e-02   9.9993154e-01
   1.1801180e-02   9.9993036e-01
   1.1901190e-02   9.9992918e-01
   1.2001200e-02   9.9992798e-01
   1.2101210e-02   9.9992678e-01
   1.2201220e-02   9.9992556e-01
   1.2301230e-02   9.9992434e-01
   1.2401240e-02   9.9992310e-01
   1.2501250e-02   9.9992186e-01
   1.2601260e-02   9.9992060e-01
   1.2701270e-02   9.9991934e-01
   1.2801280e-02   9.9991806e-01
   1.2901290e-02   9.9991677e-01
   1.3001300e-02   9.9991548e-01
   1.3101310e-02   9.9991417e-01
   1.3201320e-02   9.9991286e-01
   1.3301330e-02   9.9991153e-01
   1.3401340e-02   9.9991020e-01
   1.3501350e-02   9.9990885e-01
   1.3601360e-02   9.9990750e-01
   1.3701370e-02   9.9990613e-01
   1.3801380e-02   9.9990476e-01
   1.3901390e-02   9.9990337e-01
   1.4001400e-02   9.9990198e-01
   1.4101410e-02   9.9990057e-01
   1.4201420e-02   9.9989915e-01
   1.4301430e-02   9.9989773e-01
   1.4401440e-02   9.9989629e-01
   1.4501450e-02   9.9989485e-01
   1.4601460e-02   9.9989339e-01
   1.4701470e-02   9.9989193e-01
   1.4801480e-02   9.9989045e-01
   1.4901490e-02   9.9988897e-01
   1.5001500e-02   9.9988747e-01
   1.5101510e-02   9.9988597e-01
   1.5201520e-02   9.9988445e-01
   1.5301530e-02   9.9988292e-01
   1.5401540e-02   9.9988139e-01
   1.5501550e-02   9.9987984e-01
   1.5601560e-02   9.9987829e-01
   1.5701570e-02   9.9987672e-01
   1.5801580e-02   9.9987515e-01
   1.5901590e-02   9.9987356e-01
   1.6001600e-02   9.9987197e-01
   1.6101610e-02   9.9987036e-01
   1.6201620e-02   9.9986875e-01
   1.6301630e-02   9.9986712e-01
   1.6401640e-02   9.9986548e-01
   1.6501650e-02   9.9986384e-01
   1.6601660e-02   9.9986218e-01
   1.6701670e-02   9.9986052e-01
   1.6801680e-02   9.9985884e-01
   1.6901690e-02   9.9985716e-01
   1.7001700e-02   9.9985546e-01
   1.7101710e-02   9.9985376e-01
   1.7201720e-02   9.9985204e-01
   1.7301730e-02   9.9985031e-01
   1.7401740e-02   9.9984858e-01
   1.7501750e-02   9.9984683e-01
   1.7601760e-02   9.9984508e-01
   1.7701770e-02   9.9984331e-01
   1.7801780e-02   9.9984154e-01
   1.7901790e-02   9.9983975e-01
   1.8001800e-02   9.9983795e-01
   1.8101810e-02   9.9983615e-01
   1.8201820e-02   9.9983433e-01
   1.8301830e-02   9.9983251e-01
   1.8401840e-02   9.9983067e-01
   1.8501850e-02   9.9982883e-01
   1.8601860e-02   9.9982697e-01
   1.8701870e-02   9.9982510e-01
   1.8801880e-02   9.9982323e-01
   1.8901890e-02   9.9982134e-01
   1.9001900e-02   9.9981945e-01
   1.9101910e-02   9.9981754e-01
   1.9201920e-02   9.9981563e-01
   1.9301930e-02   9.9981370e-01
   1.9401940e-02   9.9981176e-01
   1.9501950e-02   9.9980982e-01
   1.9601960e-02   9.9980786e-01
   1.9701970e-02   9.9980590e-01
   1.9801980e-02   9.9980392e-01
   1.9901990e-02   9.9980194e-01
   2.0002000e-02   9.9979994e-01
   2.0102010e-02   9.9979793e-01
   2.0202020e-02   9.9979592e-01
   2.0302030e-02   9.9979389e-01
   2.0402040e-02   9.9979186e-01
   2.0502050e-02   9.9978981e-01
   2.0602060e-02   9.9978776e-01
   2.0702070e-02   9.9978569e-01
   2.0802080e-02   9.9978361e-01
   2.0902090e-02   9.9978153e-01
   2.1002100e-02   9.9977943e-01
   2.1102110e-02   9.9977733e-01
   2.1202120e-02   9.9977521e-01
   2.1302130e-02   9.9977308e-01
   2.1402140e-02   9.9977095e-01
   2.1502150e-02   9.9976880e-01
   2.1602160e-02   9.9976665e-01
   2.1702170e-02   9.9976448e-01
   2.1802180e-02   9.9976230e-01
   2.1902190e-02   9.9976012e-01
   2.2002200e-02   9.9975792e-01
   2.2102210e-02   9.9975572e-01
   2.2202220e-02   9.9975350e-01
   2.2302230e-02   9.9975127e-01
   2.2402240e-02   9.9974904e-01
   2.2502250e-02   9.9974679e-01
   2.2602260e-02   9.9974454e-01
   2.2702270e-02   9.9974227e-01
   2.2802280e-02   9.9973999e-01
   2.2902290e-02   9.9973771e-01
   2.3002300e-02   9.9973541e-01
   2.3102310e-02   9.9973311e-01
   2.3202320e-02   9.9973079e-01
   2.3302330e-02   9.9972846e-01
   2.3402340e-02   9.9972613e-01
   2.3502350e-02   9.9972378e-01
   2.3602360e-02   9.9972143e-01
   2.3702370e-02   9.9971906e-01
   2.3802380e-02   9.9971668e-01
   2.3902390e-02   9.9971430e-01
   2.4002400e-02   9.9971190e-01
   2.4102410e-02   9.9970949e-01
   2.4202420e-02   9.9970708e-01
   2.4302430e-02   9.9970465e-01
   2.4402440e-02   9.9970222e-01
   2.4502450e-02   9.9969977e-01
   2.4602460e-02   9.9969731e-01
   2.4702470e-02   9.9969485e-01
   2.4802480e-02   9.9969237e-01
